วันเดือนปี,เลขที่เอกสาร,รายการ,RE,JR,JV,PP,จำนวนเงิน,Dr,Cr,หมายเหตุ
13/05/2569,RC-260233,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,6384.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 133
14/05/2569,PV-260234,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,6421.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 134
15/05/2569,JV-260235,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,6458.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 135
16/05/2569,JR-260236,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,6495.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 136
17/05/2569,RC-260237,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,6532.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 137
18/05/2569,PV-260238,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,6569.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 138
19/05/2569,JV-260239,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,6606.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 139
20/05/2569,JR-260240,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,6643.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 140
21/05/2569,RC-260241,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,6680.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 141
22/05/2569,PV-260242,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,6717.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 142
23/05/2569,JV-260243,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,6754.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 143
24/05/2569,JR-260244,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,6791.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 144
25/05/2569,RC-260245,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,6828.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 145
26/05/2569,PV-260246,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,6865.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 146
27/05/2569,JV-260247,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,6902.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 147
28/05/2569,JR-260248,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,6939.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 148
29/05/2569,RC-260249,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,6976.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 149
30/05/2569,PV-260250,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,7013.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 150
31/05/2569,JV-260251,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,7050.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 151
01/06/2569,JR-260252,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,7087.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 152
02/06/2569,RC-260253,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,7124.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 153
03/06/2569,PV-260254,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,7161.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 154
04/06/2569,JV-260255,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,7198.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 155
05/06/2569,JR-260256,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,7235.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 156
06/06/2569,RC-260257,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,7272.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 157
07/06/2569,PV-260258,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,7309.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 158
08/06/2569,JV-260259,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,7346.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 159
09/06/2569,JR-260260,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,7383.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 160
10/06/2569,RC-260261,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,7420.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 161
11/06/2569,PV-260262,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,7457.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 162
12/06/2569,JV-260263,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,7494.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 163
13/06/2569,JR-260264,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,7531.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 164
14/06/2569,RC-260265,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,7568.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 165
15/06/2569,PV-260266,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,7605.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 166
16/06/2569,JV-260267,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,7642.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 167
17/06/2569,JR-260268,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,7679.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 168
18/06/2569,RC-260269,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,7716.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 169
19/06/2569,PV-260270,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,7753.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 170
20/06/2569,JV-260271,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,7790.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 171
21/06/2569,JR-260272,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,7827.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 172
22/06/2569,RC-260273,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,7864.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 173
23/06/2569,PV-260274,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,7901.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 174
24/06/2569,JV-260275,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,7938.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 175
25/06/2569,JR-260276,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,7975.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 176
26/06/2569,RC-260277,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,8012.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 177
27/06/2569,PV-260278,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,8049.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 178
28/06/2569,JV-260279,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,8086.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 179
29/06/2569,JR-260280,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,8123.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 180
30/06/2569,RC-260281,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,8160.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 181
01/07/2569,PV-260282,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,8197.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 182
02/07/2569,JV-260283,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,8234.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 183
03/07/2569,JR-260284,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,8271.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 184
04/07/2569,RC-260285,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,8308.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 185
05/07/2569,PV-260286,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,8345.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 186
06/07/2569,JV-260287,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,8382.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 187
07/07/2569,JR-260288,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,8419.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 188
08/07/2569,RC-260289,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,8456.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 189
09/07/2569,PV-260290,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,8493.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 190
10/07/2569,JV-260291,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,8530.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 191
11/07/2569,JR-260292,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,8567.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 192
12/07/2569,RC-260293,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,8604.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 193
13/07/2569,PV-260294,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,8641.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 194
14/07/2569,JV-260295,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,8678.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 195
15/07/2569,JR-260296,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,8715.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 196
16/07/2569,RC-260297,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,8752.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 197
17/07/2569,PV-260298,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,8789.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 198
18/07/2569,JV-260299,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,8826.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 199
19/07/2569,JR-260300,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,8863.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 200
20/07/2569,RC-260301,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,8900.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 201
21/07/2569,PV-260302,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,8937.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 202
22/07/2569,JV-260303,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,8974.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 203
23/07/2569,JR-260304,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,9011.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 204
24/07/2569,RC-260305,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,9048.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 205
25/07/2569,PV-260306,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,9085.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 206
26/07/2569,JV-260307,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,9122.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 207
27/07/2569,JR-260308,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,9159.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 208
28/07/2569,RC-260309,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,9196.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 209
29/07/2569,PV-260310,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,9233.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 210
30/07/2569,JV-260311,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,9270.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 211
31/07/2569,JR-260312,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,9307.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 212
01/08/2569,RC-260313,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,9344.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 213
02/08/2569,PV-260314,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,9381.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 214
03/08/2569,JV-260315,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,9418.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 215
04/08/2569,JR-260316,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,9455.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 216
05/08/2569,RC-260317,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,9492.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 217
06/08/2569,PV-260318,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,9529.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 218
07/08/2569,JV-260319,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,9566.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 219
08/08/2569,JR-260320,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,9603.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 220
09/08/2569,RC-260321,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,9640.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 221
10/08/2569,PV-260322,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,9677.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 222
11/08/2569,JV-260323,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,9714.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 223
12/08/2569,JR-260324,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,9751.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 224
13/08/2569,RC-260325,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,9788.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 225
14/08/2569,PV-260326,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,9825.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 226
15/08/2569,JV-260327,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,9862.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 227
16/08/2569,JR-260328,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,9899.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 228
17/08/2569,RC-260329,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,9936.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 229
18/08/2569,PV-260330,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,9973.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 230
19/08/2569,JV-260331,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,10010.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 231
20/08/2569,JR-260332,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,10047.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 232
21/08/2569,RC-260333,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,10084.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 233
22/08/2569,PV-260334,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,10121.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 234
23/08/2569,JV-260335,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,10158.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 235
24/08/2569,JR-260336,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,10195.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 236
25/08/2569,RC-260337,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,10232.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 237
26/08/2569,PV-260338,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,10269.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 238
27/08/2569,JV-260339,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,10306.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 239
28/08/2569,JR-260340,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,10343.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 240
29/08/2569,RC-260341,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,10380.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 241
30/08/2569,PV-260342,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,10417.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 242
31/08/2569,JV-260343,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,10454.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 243
01/09/2569,JR-260344,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,10491.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 244
02/09/2569,RC-260345,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,10528.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 245
03/09/2569,PV-260346,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,10565.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 246
04/09/2569,JV-260347,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,10602.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 247
05/09/2569,JR-260348,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,10639.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 248
06/09/2569,RC-260349,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,10676.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 249
07/09/2569,PV-260350,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,10713.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 250
08/09/2569,JV-260351,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,10750.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 251
09/09/2569,JR-260352,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,10787.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 252
10/09/2569,RC-260353,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,10824.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 253
11/09/2569,PV-260354,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,10861.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 254
12/09/2569,JV-260355,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,10898.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 255
13/09/2569,JR-260356,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,10935.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 256
14/09/2569,RC-260357,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,10972.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 257
15/09/2569,PV-260358,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,11009.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 258
16/09/2569,JV-260359,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,11046.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 259
17/09/2569,JR-260360,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,11083.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 260
18/09/2569,RC-260361,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,11120.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 261
19/09/2569,PV-260362,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,11157.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 262
20/09/2569,JV-260363,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,11194.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 263
21/09/2569,JR-260364,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,11231.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 264
