วันเดือนปี,เลขที่เอกสาร,รายการ,RE,JR,JV,PP,จำนวนเงิน,Dr,Cr,หมายเหตุ
07/08/2569,RC-260460,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,8620.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 141
08/08/2569,PV-260461,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,8673.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 142
09/08/2569,JV-260462,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,8726.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 143
10/08/2569,JR-260463,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,8779.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 144
11/08/2569,RC-260464,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,8832.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 145
12/08/2569,PV-260465,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,8885.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 146
13/08/2569,JV-260466,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,8938.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 147
14/08/2569,JR-260467,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,8991.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 148
15/08/2569,RC-260468,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,9044.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 149
16/08/2569,PV-260469,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,9097.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 150
17/08/2569,JV-260470,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,9150.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 151
18/08/2569,JR-260471,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,9203.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 152
19/08/2569,RC-260472,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,9256.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 153
20/08/2569,PV-260473,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,9309.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 154
21/08/2569,JV-260474,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,9362.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 155
22/08/2569,JR-260475,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,9415.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 156
23/08/2569,RC-260476,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,9468.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 157
24/08/2569,PV-260477,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,9521.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 158
25/08/2569,JV-260478,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,9574.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 159
26/08/2569,JR-260479,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,9627.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 160
27/08/2569,RC-260480,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,9680.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 161
28/08/2569,PV-260481,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,9733.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 162
29/08/2569,JV-260482,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,9786.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 163
30/08/2569,JR-260483,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,9839.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 164
31/08/2569,RC-260484,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,9892.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 165
01/09/2569,PV-260485,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,9945.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 166
02/09/2569,JV-260486,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,9998.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 167
03/09/2569,JR-260487,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,10051.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 168
04/09/2569,RC-260488,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,10104.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 169
05/09/2569,PV-260489,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,10157.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 170
06/09/2569,JV-260490,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,1210.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 171
07/09/2569,JR-260491,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,1263.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 172
08/09/2569,RC-260492,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,1316.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 173
09/09/2569,PV-260493,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,1369.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 174
10/09/2569,JV-260494,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,1422.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 175
11/09/2569,JR-260495,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,1475.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 176
12/09/2569,RC-260496,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,1528.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 177
13/09/2569,PV-260497,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,1581.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 178
14/09/2569,JV-260498,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,1634.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 179
15/09/2569,JR-260499,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,1687.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 180
16/09/2569,RC-260500,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,1740.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 181
17/09/2569,PV-260501,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,1793.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 182
18/09/2569,JV-260502,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,1846.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 183
19/09/2569,JR-260503,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,1899.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 184
20/09/2569,RC-260504,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,1952.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 185
21/09/2569,PV-260505,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,2005.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 186
22/09/2569,JV-260506,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,2058.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 187
23/09/2569,JR-260507,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,2111.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 188
24/09/2569,RC-260508,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,2164.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 189
25/09/2569,PV-260509,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,2217.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 190
26/09/2569,JV-260510,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,2270.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 191
27/09/2569,JR-260511,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,2323.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 192
28/09/2569,RC-260512,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,2376.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 193
29/09/2569,PV-260513,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,2429.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 194
30/09/2569,JV-260514,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,2482.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 195
01/10/2569,JR-260515,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,2535.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 196
02/10/2569,RC-260516,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,2588.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,ทดสอบรายการ 197
03/10/2569,PV-260517,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,2641.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,ทดสอบรายการ 198
04/10/2569,JV-260518,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,2694.00,ลูกหนี้อื่น,รายได้ค้างรับ,ทดสอบรายการ 199
05/10/2569,JR-260519,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,2747.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,ทดสอบรายการ 200
